1.2	-0.004	-0.020	-0.040	-0.080	-0.158	-0.232	-0.297	-0.349	-0.381	-0.381	-0.361	-0.934	-1.840	-2.273	-2.692
1.3	-0.003	-0.013	-0.026	-0.052	-0.100	-0.142	-0.177	-0.203	-0.218	-0.218	-0.178	-0.300	-1.066	-1.592	-2.086
1.4	-0.002	-0.008	-0.016	-0.032	-0.060	-0.083	-0.100	-0.111	-0.115	-0.128	-0.070	-0.044	-0.504	-1.012	-1.547
1.5	-0.001	-0.005	-0.009	-0.018	-0.032	-0.042	-0.048	-0.049	-0.046	-0.032	0.008	0.078	-0.142	-0.556	-1.080
1.6	-0.000	-0.002	-0.004	-0.007	-0.012	-0.013	-0.011	-0.005	0.004	0.023	0.065	0.151	0.082	-0.217	-0.689
1.7	-0.000	-0.000	-0.000	-0.000	0.003	0.009	0.017	0.027	0.04	0.063	0.109	0.202	0.223	0.028	-0.369
1.8	0	0.001	0.003	0.006	0.015	0.025	0.037	0.051	0.067	0.094	0.143	0.241	0.317	0.203	-0.112
1.9	0.001	0.003	0.005	0.011	0.023	0.037	0.053	0.07	0.088	0.117	0.169	0.271	0.381	0.33	0.092
2	0.001	0.003	0.007	0.015	0.03	0.047	0.065	0.085	0.105	0.136	0.19	0.295	0.428	0.424	0.255
2.2	0.001	0.005	0.01	0.02	0.04	0.062	0.083	0.106	0.128	0.163	0.221	0.331	0.493	0.551	0.489
2.4	0.001	0.006	0.012	0.023	0.047	0.071	0.095	0.12	0.144	0.181	0.242	0.356	0.535	0.631	0.645
2.6	0.001	0.006	0.013	0.026	0.052	0.078	0.104	0.13	0.156	0.194	0.257	0.376	0.567	0.687	0.754
2.8	0.001	0.007	0.014	0.028	0.055	0.082	0.11	0.137	0.164	0.204	0.269	0.391	0.591	0.729	0.836
3	0.001	0.007	0.014	0.029	0.058	0.086	0.114	0.142	0.17	0.211	0.278	0.403	0.611	0.763	0.899
3.5	0.002	0.008	0.016	0.031	0.062	0.092	0.122	0.152	0.181	0.224	0.294	0.425	0.65	0.827	1.015
4	0.002	0.008	0.016	0.032	0.064	0.096	0.127	0.158	0.188	0.233	0.306	0.442	0.68	0.874	1.097
